NDC_PACKAGE_CODE,DRUG_BRAND_NAME,DRUG_GENERIC_NAME
65041625,tears_naturale_free,dextran_70_hypromellose_2910
65048111,systane_complete,propylene_glycol
69130904,retacrit,epoetin_alfa
85026381,k-dur,potassium_chloride
85056701,elocon,mometasone_furoate
169782501,novoeight,antihemophilic_factor_recombinant_human_hamster_murine
173037501,temovate,clobetasol_propionate
178060001,urocit-k,potassium_citrate
6355835,timoptic-xe,timolol_maleate
23431205,erygel,erythromycin
23585801,liletta,levonorgestrel
26069102,plasbumin,albumin_human
32120601,creon,lipase_porcine_amylase_porcine_protease_porcine
34220088,betadine,povidone-iodine
34340490,betasept,chlorhexidine_gluconate
53762020,humate-p,antihemophilic_factor_von_willebrand_factor_complex_pooled_human_plasma_pasterized
56003742,hespan,hetastarch
62178100,ortho-novum_7_7_7,ethinyl_estradiol_norethindroneinert
64310015,cloderm,clocortolone_pivalate
53813002,helixate_fs,antihemophilic_factor_recombinant_human_hamster_murine
62020401,retin-a_micro,tretinoin
65039702,cyclogyl,cyclopentolate_hydrochloride
67000330,ex-lax,sennosides
69150902,cutaquig,immune_globulin_human
72026099,dovonex,calcipotriene
72145015,ultravate,halobetasol_propionate
74302313,k-tab,potassium_chloride
74660902,neut,sodium_bicarbonate
76090201,phosphasal,hyoscyamine_sulfate_methenamine_methylene_blue_phenyl_salicylate_sodium_phosphate_monobasic
78051716,genteal_mild,hypromellose
78090438,simbrinza,brinzolamide_brimonidine_tartrate
85078710,k-dur,potassium_chloride
85080901,lotrisone,clotrimazole_betamethasone_dipropionate
74416005,aminosyn_ii,alanine_arginine_aspartic_acid_glutamic_acid_glycine_histidine_isoleucine_leucine_lysine_acetate_methionine_phenylalanine_proline_serine_threonine_tryptophan_tyrosine_valine
78084101,ciloxan,ciprofloxacin_hydrochloride
85078781,k-dur,potassium_chloride
145160603,zeasorb_athletes_foot,miconazole_nitrate
145237201,panoxyl,benzoyl_peroxide
169782001,novoeight,antihemophilic_factor_recombinant_human_hamster_murine
178042046,aquoral,triester_glycerol_oxide
182144466,genasal,oxymetazoline_hydrochloride
186011413,xylocaine_mpf_with_epinephrine,lidocaine_hydrochloride_epinephrine
186017514,xylocaine_with_epinephrine,lidocaine_hydrochloride_epinephrine
186032001,xylocaine,lidocaine_hydrochloride
186102603,sensorcaine_mpf,bupivacaine_hydrochloride_dextrose
186103401,sensorcaine_mpf_with_epinephrine,bupivacaine_hydrochloride_epinephrine_bitartrate
245002305,amlactin,ammonium_lactate
245004155,klor-con,potassium_chloride
254202991,previfem,inertnorgestimate_ethinyl_estradiol
259412630,naftin,naftifine_hydrochloride
270111170,prohance,gadoteridol
270131530,isovue,iopamidol
270141111,isovue-m_200,iopamidol
270516414,multihance,gadobenate_dimeglumine
295477015,tyzine,tetrahydrozoline_hydrochloride
299384805,clobex,clobetasol_propionate
299450040,clindagel,clindamycin_phosphate
178081560,citracal_+_d,calcium_vitamin_d
338111304,clinimix_e_4_25_5,alanine_arginine_calcium_chloride_dextrose_glycine_histidine_isoleucine_leucine_lysine_magnesium_chloride_methionine_phenylalanine_potassium_phosphate_dibasic_proline_serine_sodium_acetate_trihydrate_sodium_chloride_threonine_tryptophan_tyrosine_valine
378614044,avita,tretinoin
378727785,norgestimate_ethinyl_estradiol,inertnorgestimate_ethinyl_estradiol
496088230,lmx_4,lidocaine
517930525,tralement,zinc_copper_manganese_selenium
555913179,ocella,drospirenone_ethinyl_estradiolinert
562780806,micrhogam,rhod_immune_globulin_human
781406015,tri-estarylla,inertnorgestimate_ethinyl_estradiol
832046530,nyamyc,nystatin
904026013,total_b_with_c,calcium_niacin_pantothenic_acid_phosphorus_vitamin_b1_thiamine_vitamin_b2_riboflavin_vitamin_b6_pyridoxine_vitamin_c
904571135,12_hour_nasal,oxymetazoline_hydrochloride
26064512,gamunex,immune_globulin_human
65009265,fluorescite,fluorescein_sodium
69106102,cutaquig,immune_globulin_human
74158230,marcaine,bupivacaine_hydrochloride
74175550,marcaine_with_epinephrine,bupivacaine_hydrochloride_epinephrine_bitartrate
74978401,liposyn_ii,soybean_oil_carthamus_tinctorius
75064005,oncaspar,pegaspargase
78037540,elidel,pimecrolimus
85435201,intron_a,interferon_alfa-2b
93313491,camrese,ethinyl_estradiollevonorgestrel_ethinyl_estradiol
169266015,tresiba,insulin_degludec
169783001,novoeight,antihemophilic_factor_recombinant_human_hamster_murine
178089130,citranatal_assure,ascorbic_acid_vitamin_c_calcium_carbonyl_iron_cholecalciferol_copper_dl-alpha_tocopheryl_acetate_vitamin_e_docusate_sodium_ferrous_gluconate_folic_acid_vitamin_b9_iodine_iron_niacinamide_pyridoxine_vitamin_b6_riboflavin_vitamin_b2_thiamine_vitamin_b1_zincdocosahexaenoic_acid_dha_eicosapentaenoic_acid_epa
186012201,xylocaine_mpf_with_epinephrine,lidocaine_hydrochloride_epinephrine
186103002,sensorcaine_mpf,bupivacaine_hydrochloride
186103391,sensorcaine_mpf,bupivacaine_hydrochloride
187519050,benzaclin,benzoyl_peroxideclindamycin_phosphate
245005711,klor-con_m10,potassium_chloride
245005889,klor-con_m20,potassium_chloride
270131709,isovue,iopamidol
316012301,ala-quin,clioquinol_hydrocortisone
316023075,sarna_sensitive,pramoxine_hydrochloride
316740007,rea_lo,urea
338114403,clinimix_e_4_25_5,alanine_arginine_calcium_chloride_dextrose_glycine_histidine_isoleucine_leucine_lysine_magnesium_chloride_methionine_phenylalanine_potassium_phosphate_dibasic_proline_serine_sodium_acetate_trihydrate_sodium_chloride_threonine_tryptophan_tyrosine_valine
378807593,erygel,erythromycin
186027512,xylocaine,lidocaine_hydrochloride
409176118,marcaine,bupivacaine_hydrochloride_dextrose
430014514,femhrt_1_5,norethindrone_acetate_ethinyl_estradiol
430054423,femhrt_1_5,norethindrone_acetate_ethinyl_estradiol
485005104,urogesic_blue,methenamine_methylene_blue_hyoscyamine_sulfate_sodium_phosphate_monobasic
487590102,s-2,racepinephrine_hydrochloride
517851025,multitrace-5,chromic_chloride_cupric_sulfate_manganese_sulfate_selenious_acid_zinc_sulfate
536113560,reguloid,psyllium
555901079,nortrel_1_35,ethinyl_estradiol_norethindroneinert
555901458,lessina,inertlevonorgestrel_ethinyl_estradiol
574202108,lac-lotion,ammonium_lactate
781558436,introvale,inertlevonorgestrel_ethinyl_estradiol
813931601,o-cal_f_a,calcium_copper_fluoride_folic_acid_iodine_iron_magnesium_niacin_vitamin_a_acetate_vitamin_b1_thiamine_vitamin_b12_cyanocobalamin_vitamin_b2_riboflavin_vitamin_b6_pyridoxine_vitamin_c_vitamin_d_vitamin_e_zinc
904264180,certavite_with_antioxidants,ascorbic_acid_vitamin_c_biotin_dl-alpha_tocopheryl_acetate_vitamin_e_cholecalciferol_cyanocobalamin_vitamin_b12_vitamin_a_folic_acid_vitamin_b9_thiamine_mononitrate_vitamin_b1_pyridoxine_vitamin_b6_riboflavin_vitamin_b2_niacin_vitamin_b3_pantothenic_acid_vitamin_b5_calcium_iron_iodine_magnesium_zinc_selenium_copper_manganese_chromium_molybdenum_potassium_chloride_nickel_tin_silicon_vanadium_boron_phytonadione_phosphorus
904572514,mintox,aluminum_hydroxide_magnesium_hydroxide_simethicone
944049301,flexbumin,albumin_human
944293201,hemofil_m,antihemophilic_factor_pooled_human_plasma_method_m_monoclonal_antibody_purified_murine
713041625,bisac-evac,bisacodyl
944294003,advate,antihemophilic_factor_plasma_albumin-free_method_recombinant_human_hamster_murine
536071080,fer-iron,iron
603085194,q-tapp,brompheniramine_maleate_pseudoephedrine_hydrochloride
766074152,tums,calcium_carbonate
944394402,hemofil_m,antihemophilic_factor_pooled_human_plasma_method_m_monoclonal_antibody_purified_murine
944462803,adynovate,antihemophilic_factor_recombinant_pegylated
10337047715,tyzine,tetrahydrozoline_hydrochloride
10542000909,dialyvite_supreme_d,biotin_folic_acid_mecobalamin_niacin_pantothenic_acid_selenium_vitamin_b1_thiamine_vitamin_b2_riboflavin_vitamin_b6_pyridoxine_vitamin_c_vitamin_d_vitamin_e_zinc
10631009471,halog,halcinonide
10631012251,ultravate,halobetasol_propionate
11098037751,americaine,benzocaine
11527074534,wentworth_sodium_fluoride,sodium_fluoride_potassium_nitrate
11980022805,fml_forte,fluorometholone
11980025202,betagan,levobunolol_hydrochloride
13533063110,hyperrho_s_d,rhod_immune_globulin_human
13533063610,hyperhep_s_d,hepatitis_b_immune_globulin_human
13533068521,plasbumin,albumin_human
13533069025,plasbumin,albumin_human
13533081011,xembify,immune_globulin_human
13811050460,tl_g-fol_os,boron_calcium_cyanocobalamin_vitamin_b12_folic_acid_vitamin_b9_magnesium_pyridoxine_vitamin_b6_vitamin_d
13811056545,avo_cream,distilled_water_stearic_acid_propylene_glycol_mineral_oil_trolamine_sodium_alginate_ethylene_glycol_paraffin_squalane_avocado_oil_cetyl_palmitate_methylparaben_propylparaben_triethanolamine_sorbic_acid
13913000616,gralise,gabapentin
13913001101,cambia,diclofenac_potassium
15455952601,cidaleaze,lidocaine_hydrochloride
16714035903,falmina,inertlevonorgestrel_ethinyl_estradiol
16714040604,larin_fe,ferrous_fumaratenorethindrone_acetate_ethinyl_estradiol
16864068002,dermoplast_pain__burn_&_itch_relief,benzocaine_menthol
17478060401,cosopt_pf,dorzolamide_timolol_maleate
19515081852,flulaval_quadrivalent,influenza_a_virus_a_victoria_2570_2019_ivr-215_h1n1_hemagglutinin_antigen_uv_formaldehyde_inactivated_influenza_a_virus_a_tasmania_503_2020_ivr-221_h3n2_hemagglutinin_antigen_uv_formaldehyde_inactivated_influenza_b_virus_b_washington_02_2019_hemagglutinin_antigen_uv_formaldehyde_inactivated_influenza_b_virus_b_phuket_3073_2013_hemagglutinin_antigen_uv_formaldehyde_inactivated
19515088507,flulaval,influenza_inactivated_trivalent_virus_vaccine_types_a_and_b_avian
23900001430,vicks_nyquil_cold_&_flu,acetaminophen_dextromethorphan_hydrobromide_doxylamine_succinate
24208063210,preservision_with_lutein,copper_lutein_vitamin_c_vitamin_e_zinc
24470090105,bp_wash,benzoyl_peroxide
29336010011,atopiclair,bisabolol_carbomers_docosanol_glyceryl_stearate_sodium_hydroxide_vitamin_e_tetrasodium_edta_vitis_vinifera_propyl_gallate_polyoxyethylene_stearates_distilled_water_dmdm_hydantoin_allantoin_butyrospermum_parkii_fruit_glycyrrhetinic_acid_hyaluronate_sodium_butylene_glycol_piroctone_olamine_eicosanol_telmesteine_capryloyl_glycine_pentylene_glycol_ethylhexyl_palmitate_ascorbyl_palmitate_ethylhexylglycerin_arachidyl_glucoside
33332041811,afluria_quadrivalent,influenza_a_virus_h1n1_antigen_influenza_a_virus_h3n2_antigen_influenza_b_virus_b_maryland_15_2016_antigen_formaldehyde_inactivated_influenza_b_virus_phuket_3073_2013_antigen
24208029995,lotemax,loteprednol_etabonate
12830082430,ezfe,iron
39822027705,baciim,bacitracin
42192011103,bpo_creamy_wash,benzoyl_peroxide
42192012460,bpo_foaming_cloth,benzoyl_peroxide
42192052016,quadraplex,atropine_sulfate_hyoscyamine_sulfate_phenobarbital_scopolamine_hydrobromide
65066510,iopidine,apraclonidine_hydrochloride
126007492,prevident_5000_booster_plus,sodium_fluoride
145237105,duac,clindamycin_phosphate_benzoyl_peroxide
409978601,liposyn_ii,soybean_oil_carthamus_tinctorius
555901858,tri-sprintec,inertnorgestimate_ethinyl_estradiol
555913167,ocella,drospirenone_ethinyl_estradiolinert
766073966,tums_e-x,calcium_carbonate
941043352,dianeal,dextrose_sodium_chloride_sodium_lactate_calcium_chloride_magnesium_chloride
145002002,fabior,tazarotene
270131547,isovue,iopamidol
536230259,blue_gel,menthol
603752549,cyclafem_7_7_7,ethinyl_estradiol_norethindroneinert
603754017,emoquette,desogestrel_ethinyl_estradiolinert
766165675,oscal_500_+_d,calcium_vitamin_d
941043353,dianeal,dextrose_sodium_chloride_sodium_lactate_calcium_chloride_magnesium_chloride
536105775,acne_medication,benzoyl_peroxide
941040901,dianeal,dextrose_sodium_chloride_sodium_lactate_calcium_chloride_magnesium_chloride
944296705,winrho_sdf,rhod_immune_globulin_human
10337065915,keralac,urea
10544060931,prenatal_plus_iron,calcium_copper_folic_acid_iron_niacin_vitamin_a_vitamin_b1_thiamine_vitamin_b12_cyanocobalamin_vitamin_b2_riboflavin_vitamin_b6_pyridoxine_vitamin_c_vitamin_d_vitamin_e_zinc
10631009814,lac-hydrin,ammonium_lactate
13548001206,salex,salicylic_acid
15455950401,livixil_pak,lidocaine_prilocaine
24208062504,preservision_areds_2,ascorbic_acid_vitamin_c_dl-alpha_tocopheryl_acetate_vitamin_e_zinc_copper_lutein_zeaxanthin_eicosapentaenoic_acid_epa_docosahexaenoic_acid_dha
11527070159,sf_5000_plus,sodium_fluoride
40076062405,denavir,penciclovir_sodium
42192010316,bp_cleansing_wash,sulfacetamide_sodium_sulfur_pharmaceutical
43068011304,fanapt,iloperidone
43386006019,gavilyte-c,polyethylene_glycol_3350_potassium_chloride_sodium_bicarbonate_sodium_chloride_sodium_sulfate
270526416,multihance,gadobenate_dimeglumine
24359054403,glytactin_pku,biotin_calcium_chloride_choline_chromium_copper_folic_acid_iodine_iron_magnesium_manganese_molybdenum_niacin_pantothenic_acid_phosphorus_potassium_selenium_vitamin_a_vitamin_b1_thiamine_vitamin_b12_cyanocobalamin_vitamin_b2_riboflavin_vitamin_b6_pyridoxine_vitamin_c_vitamin_d_vitamin_e_vitamin_k_zinc
63824000813,mucinex,guaifenesin
63824000850,mucinex,guaifenesin
63824001165,mucinex_dm,dextromethorphan_hydrobromide_guaifenesin
63857032606,kadian,morphine_sulfate
64455014130,vasotec,enalapril_maleate
64455014310,vasotec,enalapril_maleate
64455069102,cedax,ceftibuten_dihydrate
64727330002,nature-throid,liothyronine_levothyroxine
64764012403,oseni,alogliptin_pioglitazone
64764033760,kazano,alogliptin_metformin_hydrochloride
64896067410,dexedrine_spansule,dextroamphetamine_sulfate
64727708001,westhroid,thyroid_porcine
64764012530,nesina,alogliptin
64455006301,ativan,lorazepam
64727330701,nature-throid,liothyronine_levothyroxine
64727330801,nature-throid,liothyronine_levothyroxine
64764062530,nesina,alogliptin
64896069250,zomig_-zmt,zolmitriptan
64727330301,nature-throid,liothyronine_levothyroxine
64727605002,wp_thyroid,liothyronine_levothyroxine
65197000201,dyrenium,triamterene
65197000301,dyrenium,triamterene
65293001410,minocin,minocycline_hydrochloride
65597010303,benicar,olmesartan_medoxomil
65597011090,azor,amlodipine_besylate_olmesartan_medoxomil
65649024141,azasan,azathioprine
65726025090,innopran_xl,propranolol_hydrochloride
65726025125,innopran_xl,propranolol_hydrochloride
65726026690,rythmol,propafenone_hydrochloride
66215010106,tracleer,bosentan
66267008830,ery-tab,erythromycin
66267015530,neurontin,gabapentin
66267021040,ultram,tramadol_hydrochloride
66621101006,orfadin,nitisinone
67618011030,colace,docusate_sodium_sennosides
68012025820,cycloset,bromocriptine_mesylate
66582041474,zetia,ezetimibe
68025004710,lorzone,chlorzoxazone
69639010201,akynzeo,fosnetupitant_palonosetron
70165030030,cotempla,methylphenidate
70839015030,tekturna,aliskiren_hemifumarate
78206012101,cozaar,losartan_potassium
52604520001,levoxyl,levothyroxine_sodium
65597010130,benicar,olmesartan_medoxomil
65597020130,savaysa,edoxaban
66267015714,norflex,orphenadrine_citrate
66267036310,levaquin,levofloxacin
66582031552,vytorin,ezetimibe_simvastatin
67618010010,colace,docusate_sodium
67618031013,senohot-s,docusate_sodium_sennosides
68025005630,conzip,tramadol_hydrochloride
68084076495,phospha_250_neutral,potassium_phosphate_monobasic_sodium_phosphate_dibasic_sodium_phosphate_monobasic
68462030384,heather,norethindrone
69102020160,roweepra,levetiracetam
69238125108,lopreeza,estradiol_norethindrone_acetate
69809012705,clozaril,clozapine
69865022002,nucynta,tapentadol
70370104001,ingrezza,valbenazine
70370108001,ingrezza,valbenazine
70370302502,ongentys,opicapone
69102020060,roweepra,levetiracetam
69230030430,allergy_relief,cetirizine_hydrochloride
70868001315,triglide,fenofibrate
71269050010,slo-niacin,niacin_vitamin_b3
72143023210,accutane,isotretinoin
72237010116,xpovio,selinexor
72237010216,xpovio,selinexor
76189053430,iclusig,ponatinib
76310001750,ethyol,amifostine
78206013701,fosamax_plus_d,alendronate_sodium_cholecalciferol
78206017402,vytorin,ezetimibe_simvastatin
78206017801,zetia,ezetimibe
78206018001,zocor,simvastatin
78206018002,zocor,simvastatin
9517304,vagifem,estradiol
9518101,caverject_impulse,alprostadil
37814006,muse,alprostadil
85129701,pegintron,peginterferon_alfa-2b
91111016,edex,alprostadil
310009590,daliresp,roflumilast
456032073,levothroid,levothyroxine_sodium
456032163,levothroid,levothyroxine_sodium
456032463,levothroid,levothyroxine_sodium
456132300,levothroid,levothyroxine_sodium
689111001,levoxyl,levothyroxine_sodium
689111002,levoxyl,levothyroxine_sodium
28595055012,nitrolingual,nitroglycerin
55289069808,cytotec,misoprostol
60846081101,unithroid,levothyroxine_sodium
72912054530,adhansia,methylphenidate_hydrochloride
24090049084,tirosint,levothyroxine_sodium
24090049584,tirosint,levothyroxine_sodium
63459050401,actiq,fentanyl_citrate
64764008060,amitiza,lubiprostone
63323020531,omegaven,fish_oil
50474080203,neupro,rotigotine
68968555501,daytrana,methylphenidate_hydrochloride
5230931,pnu-imune-23,pneumococcal_polyvalent-23_vaccine_with_isolate_12
16714046404,juleber,desogestrel_ethinyl_estradiolinert
3031520,kenalog,triamcinolone_acetonide
8074601,phenergan,promethazine_hydrochloride
13105694,adrucil,fluorouracil
13111410,cyklokapron,tranexamic_acid
31868512,robitussin_dm,dextromethorphan_hydrobromide_guaifenesin
37044267,felbatol,felbamate
45044803,motrin,ibuprofen
69032401,nyvepria,pegfilgrastim_e_coli
69314019,zithromax,azithromycin
69544093,vistaril,hydroxyzine_pamoate
71425913,benadryl,diphenhydramine_hydrochloride
74233311,dilaudid,hydromorphone_hydrochloride
74637313,e_e_s,erythromycin_ethylsuccinate
4018809,boniva,ibandronate_sodium
66591095141,roxicodone,oxycodone_hydrochloride
68040060316,fosteum,genistein_zinc_cholecalciferol
68047025501,oscimin_sr,hyoscyamine_sulfate
69668045201,mondoxyne_nl,doxycycline_monohydrate
71369002030,doptelet,avatrombopag
72143023410,accutane,isotretinoin
89141044401,zuplenz,ondansetron
48108003,synthroid,levothyroxine_sodium
74434113,synthroid,levothyroxine_sodium
527137510,unithroid,levothyroxine_sodium
689111102,levoxyl,levothyroxine_sodium
689111703,levoxyl,levothyroxine_sodium
24090049984,tirosint,levothyroxine_sodium
42291096208,yuvafem,estradiol
52244002006,edex,alprostadil
52604515005,levoxyl,levothyroxine_sodium
60793085401,levoxyl,levothyroxine_sodium
63459030224,actiq,fentanyl_citrate
310651201,byetta,exenatide
59627011103,avonex,interferon_beta-1a
63459050830,actiq,fentanyl_citrate
63459051601,actiq,fentanyl_citrate
66215061606,uptravi,selexipag
71858002504,tirosint,levothyroxine_sodium
4200278,rocephin,ceftriaxone_sodium
310037951,cefotan,cefotetan_disodium
574012004,actidose_with_sorbitol,activated_charcoal
54482014701,carnitor,l-carnitine
78034342,vivelle-dot,estradiol
78034662,vivelle-dot,estradiol
430620140,femring,estradiol_acetate
49502090201,emsam,selegiline_hydrochloride
65162014808,lyllana,estradiol
50458003305,duragesic,fentanyl
50458010405,duragesic,fentanyl
59011075004,butrans,buprenorphine
3173730,trimox,amoxicillin_trihydrate
4003909,valcyte,valganciclovir_hydrochloride
6383334,fosamax,alendronate_sodium
9513901,zyvox,linezolid
37011016,butisol,butabarbital_sodium
45013408,imodium_a-d,loperamide_hydrochloride
45013444,imodium_a-d,loperamide_hydrochloride
54864816,roxicet,oxycodone_hydrochloride_acetaminophen
54878216,roxicodone,oxycodone_hydrochloride
65054301,triesence,triamcinolone_acetonide
71102001,lyrica,pregabalin
74118130,demerol,meperidine_hydrochloride
74235502,demadex,torsemide
85113601,integrilin,eptifibatide
95909016,lortab,hydrocodone_bitartrate_acetaminophen
63459054804,fentora,fentanyl_citrate
63402068160,utibron_neohaler,indacaterol_glycopyrrolate
2237237,vancocin,vancomycin_hydrochloride
4692409,toradol,ketorolac_tromethamine
78034462,vivelle-dot,estradiol
74438010,nimbex,cisatracurium_besylate
6762266,decadron,dexamethasone
24592201,kevzara,sarilumab
74012404,humira,adalimumab
88117114,gaviscon,aluminum_hydroxide_magnesium_carbonate
74125301,demerol,meperidine_hydrochloride
143954601,adriamycin,doxorubicin_hydrochloride
143954701,adriamycin,doxorubicin_hydrochloride
169406012,victoza,liraglutide
173072700,lexiva,fosamprenavir_calcium
182117533,allergen,antipyrine_benzocaine
186116003,astramorph_pf,morphine_sulfate
310072010,faslodex,fulvestrant
314089630,solurex,dexamethasone_sodium_phosphate
338341441,cleocin,clindamycin_phosphate
407141110,omnipaque,iohexol
407141235,omnipaque,iohexol
407141490,omnipaque,iohexol
407222316,visipaque,iodixanol
469087202,adenocard,adenosine
517023410,dexferrum,iron_dextran
603152054,phenylhistine_dh,chlorpheniramine_maleate_codeine_phosphate_pseudoephedrine_hydrochloride
641600201,ativan,lorazepam
703441211,vincasar_pfs,vincristine_sulfate
781300426,omnitrope,somatropin_recombinant_rhgh
781323471,glatopa,glatiramer_acetate
904006120,robafen,guaifenesin
904572114,mintox,aluminum_hydroxide_magnesium_hydroxide_simethicone
904647916,robafen_ac,codeine_phosphate_guaifenesin
10631023802,riomet,metformin_hydrochloride
11026277504,panatuss_ped,chlophedianol_hydrochloride_dexchlorpheniramine_maleate_pseudoephedrine_hydrochloride
12830076016,chlo_tuss,chlophedianol_hydrochloride_dexbrompheniramine_maleate_phenylephrine_hydrochloride
16477082001,dallergy,chlorcyclizine_hydrochloride_phenylephrine_hydrochloride
23359003216,ninjacof,chlophedianol_hydrochloride_pyrilamine_maleate
27437020603,suprax,cefixime
43598000453,augmentin,amoxicillin_trihydrate_clavulanate_potassium
43825010201,ofirmev,acetaminophen
49230053410,venofer,iron_sucrose
50458060901,invega_trinza,paliperidone_palmitate
51754420001,akovaz,ephedrine_sulfate
54396080101,krystexxa,pegloticase
54436027502,xyosted,testosterone_enanthate
703301812,adrucil,fluorouracil
641616410,cafcit,caffeine_citrate
50419018805,magnevist,gadopentetate_dimeglumine
51754121003,bloxiverz,neostigmine_methylsulfate
54436002502,otrexup,methotrexate
50242010901,rituxan_hycela,rituximab_murine_hyaluronidase_human_recombinant
55513095401,vectibix,panitumumab_hamster
58406001004,enbrel,etanercept
58406005504,enbrel,etanercept
60793087420,tigan,trimethobenzamide_hydrochloride
60831308602,navelbine,vinorelbine_tartrate
61570018201,delestrogen,estradiol_valerate
63481062410,opana,oxymorphone_hydrochloride
63717029030,nasohist,chlorpheniramine_maleate_phenylephrine_hydrochloride
64543010516,rescon_dm,chlorpheniramine_maleate_dextromethorphan_hydrobromide_pseudoephedrine_hydrochloride
65628020605,firvanq,vancomycin_hydrochloride
66267092103,synvisc,hylan_polmers_hylan_a_hylan_b_avain
69794010201,crysvita,burosumab
70257056002,lioresal,baclofen
72065012011,gvoke,glucagon
72511076002,repatha,evolocumab
76045012101,simplist_dilaudid,hydromorphone_hydrochloride
76310002441,foscavir,foscarnet_sodium
49281075222,tubersol,tuberculin
4040309,mircera,methoxy_polyethylene_glycol-epoetin_beta
6373955,aggrastat,tirofiban_hydrochloride
10148010230,ventavis,iloprost
17478003020,sublimaze,fentanyl_citrate
17478005005,sufenta,sufentanil_citrate
55513000501,aranesp,darbepoetin_alfa
55513005304,aranesp,darbepoetin_alfa
55513011001,aranesp,darbepoetin_alfa
63459092059,granix,tbo-filgrastim
66215030200,ventavis,iloprost
71858011004,tirosint-sol,levothyroxine_sodium
71858015005,tirosint-sol,levothyroxine_sodium
310020860,zomig,zolmitriptan
58407051060,zolpimist,zolpidem_tartrate
65649065102,uceris,budesonide
65033230,patanase,olopatadine_hydrochloride
135061601,flonase_sensimist,fluticasone_furoate
173071722,advair_hfa,fluticasone_propionate_salmeterol
173088214,breo_ellipta,fluticasone_furoatevilanterol
59310017781,qvar,beclomethasone_dipropionate
59310058020,proair_respiclick,albuterol
70515071101,alvesco,ciclesonide
70515071205,alvesco,ciclesonide
78206012501,dulera,mometasone_furoate_formoterol_fumarate
63020001001,integrilin,eptifibatide
69448000533,paraplatin,carboplatin
63459091217,granix,tbo-filgrastim
78018161,sandostatin,octreotide_acetate
73336007590,gemtesa,vibegron
527163910,unithroid,levothyroxine_sodium
338357341,zosyn,piperacillin_sodium_tazobactam_sodium
70347020890,zontivity,vorapaxar
74676590201,trelstar,triptorelin_pamoate
62541011001,muse,alprostadil
456132000,levothroid,levothyroxine_sodium
7314304,ancef,cefazolin_sodium
29600922,amoxil,amoxicillin_trihydrate
50458010205,duragesic,fentanyl
15347630,taxol,paclitaxel
143954910,adriamycin,doxorubicin_hydrochloride
407222323,visipaque,iodixanol
904646420,robafen_dm,dextromethorphan_hydrobromide_guaifenesin
49230053010,venofer,iron_sucrose
407222317,visipaque,iodixanol
603107558,cheratussin_ac,codeine_phosphate_guaifenesin
49884094911,megace_es,megestrol_acetate
57278031601,triferic,iron
58468014001,mozobil,plerixafor
65757040301,aristada,aripiprazole_lauroxil
67457019205,enlon_plus,edrophonium_chloride_atropine_sulfate
76014000430,vazculep,phenylephrine_hydrochloride
78018204,sandostatin,octreotide_acetate
55513009501,aranesp,darbepoetin_alfa
58160082132,engerix-b,hepatitis_b_vaccine_recombinant_yeast
63459091859,granix,tbo-filgrastim
66794015101,gablofen,baclofen
67871773305,nascobal,cyanocobalamin_vitamin_b12
29336081521,maxair_autohaler,pirbuterol_acetate
59310011106,airduo_digihaler,fluticasone_propionate_salmeterol
173069700,advair,fluticasone_propionate_salmeterol
72065012111,gvoke,glucagon
71858011704,tirosint-sol,levothyroxine_sodium
63323028563,naropin,ropivacaine_hydrochloride_monohydrate
63323028721,naropin,ropivacaine_hydrochloride_monohydrate
63323029657,polocaine,mepivacaine_hydrochloride
63323029730,fresenius_propoven,propofol
63323046231,sensorcaine_mpf_with_epinephrine,bupivacaine_hydrochloride_epinephrine_bitartrate
63323046830,sensorcaine_mpf_with_epinephrine,bupivacaine_hydrochloride_epinephrine_bitartrate
63323048617,xylocaine,lidocaine_hydrochloride
63323082050,smoflipid,soybean_oil_medium-chain_triglycerides_mct_olive_oil_fish_oil
63323048350,xylocaine_with_epinephrine,lidocaine_hydrochloride_epinephrine
63323049391,xylocaine_mpf,lidocaine_hydrochloride
64011024601,gynazole-1,butoconazole_nitrate
64208823406,gammaplex,immune_globulin_human
64376081605,prenatal_vitamins_plus,calcium_copper_folic_acid_iron_niacin_vitamin_a_vitamin_b1_thiamine_vitamin_b12_cyanocobalamin_vitamin_b2_riboflavin_vitamin_b6_pyridoxine_vitamin_c_vitamin_d_vitamin_e_zinc
64980014612,floranex_granules,lactobacillus_acidophilus_lactobacillus_bulgaricus
68180089113,enskyce,desogestrel_ethinyl_estradiolinert
64980030760,dentagel,sodium_fluoride
65162034784,zenchent_fe,ethinyl_estradiol_norethindroneferrous_fumarate
65628006201,first_-_progesterone_vgs,progesterone
66215001660,valchlor,mechlorethamine
66521011812,fluvirin,influenza_a_virus_h1n1_antigen_influenza_a_virus_h3n2_antigen_influenza_b_virus_phuket_3073_2013_antigen
66758014034,klor-con_ef,potassium_bicarbonate
67618015005,betadine,povidone-iodine
67684200001,dotarem,gadoterate_meglumine
68180082813,fyavolv,norethindrone_acetate_ethinyl_estradiol
68180086611,blisovi_fe,ferrous_fumaratenorethindrone_acetate_ethinyl_estradiol
69543035610,vp-vite,biotin_folic_acid_niacin_pantothenic_acid_vitamin_b1_thiamine_vitamin_b12_cyanocobalamin_vitamin_b2_riboflavin_vitamin_b6_pyridoxine_vitamin_c
409021711,maxipime,cefepime_hydrochloride
58468013102,renvela,sevelamer_carbonate
